sub_id,from,to,response,rt
9,12,10,7,14071
9,10,7,6,2982
9,12,2,8,3525
9,7,11,7,2259
9,1,3,5,3358
9,10,3,6,2028
9,9,1,7,4121
9,4,9,6,2658
9,2,1,7,2461
9,5,2,6,2556
9,2,13,7,6596
9,11,1,6,3344
9,9,3,7,4419
9,10,12,6,4056
9,2,8,7,9142
9,9,4,6,3131
9,9,13,7,2463
9,3,8,8,3591
9,5,3,6,5578
9,4,7,7,24115
9,13,2,6,2269
9,13,3,6,3811
9,8,9,6,2083
9,4,11,7,2748
9,2,6,7,3206
9,2,5,6,1763
9,3,12,7,2073
9,8,6,7,2758
9,9,6,6,2314
9,11,3,6,2771
9,11,9,7,2413
9,12,6,8,1931
9,9,11,7,2029
9,5,8,6,2288
9,11,7,7,1922
9,10,5,8,1536
9,6,1,7,2710
9,10,8,6,2294
9,7,1,7,2034
9,7,8,7,21763
9,12,4,8,2565
9,2,9,6,1919
9,12,7,7,2732
9,11,13,8,2160
9,2,12,7,2514
9,7,9,6,1644
9,12,11,7,1932
9,5,10,8,2301
9,6,2,6,2467
9,4,13,7,2089
9,10,4,6,12900
9,3,6,7,3177
9,3,7,7,2730
9,13,9,8,2185
9,11,4,6,2371
9,6,13,7,1847
9,5,9,7,5557
9,13,11,8,2243
9,10,9,6,1617
9,10,2,7,1774
9,1,12,6,2212
9,7,4,7,2004
9,6,9,8,6289
9,1,11,7,3002
9,6,11,6,1669
9,7,6,7,2016
9,1,9,7,2630
9,9,2,8,2873
9,6,8,8,1884
9,11,8,7,1697
9,1,7,8,1584
9,11,6,6,2501
9,2,7,6,1953
9,1,8,7,1838
9,1,5,8,2500
9,1,13,7,3155
9,8,7,6,3657
9,8,10,7,2616
9,1,10,8,2232
9,2,11,6,3898
9,13,8,5,2426
9,5,4,7,2295
9,8,12,8,2165
9,13,1,7,2931
9,13,6,7,3432
9,4,6,7,3651
9,12,3,6,4256
9,10,6,7,3156
9,11,10,7,14047
9,6,10,7,11480
9,3,9,7,3447
9,12,13,8,2432
9,5,6,6,3068
9,12,8,7,2052
10,13,10,5,5721
10,12,6,5,2328
10,11,7,10,3516
10,2,13,5,3313
10,3,6,5,2008
10,10,12,5,1526
10,13,7,8,4592
10,5,2,5,2110
10,8,9,8,3126
10,2,6,7,5658
10,11,8,10,21148
10,12,3,5,2196
10,6,13,5,5889
10,4,2,10,7029
10,1,7,5,2576
10,6,12,5,2407
10,9,11,10,2277
10,13,6,8,2863
10,5,3,10,4413
10,8,2,8,2773
10,9,10,7,15244
10,6,3,5,28164
10,12,9,8,31521
10,11,5,7,5048
10,13,12,7,24264
10,4,13,5,15789
10,7,1,5,2064
10,5,10,5,1837
10,11,10,8,2619
10,13,3,5,4916
10,8,11,9,2894
10,2,4,10,4113
10,8,13,7,3987
10,1,8,8,3121
10,2,11,8,34064
10,4,6,5,12732
10,7,12,5,1628
10,10,3,8,3186
10,6,7,10,4762
10,4,10,6,2011
10,2,9,5,66754
10,8,10,8,25346
10,9,5,8,9570
10,7,10,7,2255
10,10,6,7,13078
10,12,10,7,5364
10,10,11,5,2167
10,6,10,7,3922
10,2,10,7,4124
10,13,4,7,4354
10,4,3,10,2820
10,1,6,5,4123
10,9,1,8,3111
10,3,8,7,49592
10,7,2,7,2510
10,2,1,5,2450
10,5,4,10,3224
10,5,1,5,2931
10,1,13,8,3040
10,10,1,5,2785
10,5,7,10,3223
10,3,4,10,3235
10,7,9,7,2834
10,12,1,7,3346
10,10,13,7,3654
10,1,11,7,8195
10,13,2,5,22447
10,10,4,7,36807
10,5,11,5,2589
10,9,13,7,3080
10,2,3,7,2390
10,12,13,7,5962
10,1,5,5,2845
10,11,6,7,4706
10,12,8,5,34330
10,8,4,6,2334
10,12,5,10,2968
10,7,4,8,4965
10,11,2,7,2667
10,5,9,7,2446
10,13,9,7,3455
10,5,13,7,1830
10,1,3,7,7340
10,1,10,6,4124
10,2,8,7,26418
10,8,7,7,6148
10,9,2,7,4044
10,13,8,5,3952
10,7,6,10,6528
10,3,12,7,3097
10,6,11,6,2383
10,3,5,10,2924
10,4,7,10,3578
10,3,13,5,5692
10,12,2,7,3087
10,7,3,5,3145
10,4,11,5,2246
10,2,12,5,2044
10,6,8,7,4397
10,7,8,7,4935
10,2,7,5,39786
10,11,9,10,2939
10,5,8,7,2173
10,3,2,5,3039
10,6,4,5,9002
10,1,2,5,1262
10,10,8,7,3385
10,7,13,5,4426
10,3,1,5,4322
10,4,9,5,3172
10,3,11,5,3818
10,6,1,8,42138
10,11,13,10,3926
10,11,12,5,1883
10,9,7,8,2724
10,8,12,5,2922
10,10,2,5,1706
10,6,9,5,4598
10,7,5,10,2225
10,3,7,10,3014
10,10,9,7,2463
10,9,8,7,3954
10,8,6,7,2189
10,12,11,5,3077
10,6,5,10,6052
10,12,7,5,3430
10,13,5,5,2260
10,12,4,5,1488
10,13,1,5,2148
10,5,12,5,2430
10,3,10,5,2098
10,7,11,5,8338
10,9,3,5,3877
10,10,7,5,2124
10,4,12,5,2300
10,11,1,7,2415
10,4,5,10,2857
10,9,4,7,3445
10,4,1,5,1908
10,1,9,7,2936
10,11,4,5,3288
10,9,12,5,1441
10,1,12,5,1840
10,4,8,5,1501
10,11,3,5,2013
10,1,4,5,3183
10,5,6,8,4115
10,13,11,5,2072
10,8,1,5,3182
10,3,9,7,2141
10,8,5,5,3304
10,2,5,7,4126
10,8,3,5,1404
10,10,5,5,2096
10,9,6,7,3038
10,6,2,5,1907
11,7,9,2,5394
11,4,8,1,5299
11,6,3,10,3745
11,13,10,2,3863
11,13,1,0,3562
11,1,12,1,11080
11,9,4,0,4251
11,4,11,2,6007
11,11,6,2,4688
11,5,7,10,2444
11,7,2,2,4370
11,13,5,0,2948
11,5,6,10,5500
11,2,7,2,4961
11,3,7,0,3946
11,4,13,1,4434
11,1,2,10,5111
11,11,10,2,4931
11,4,1,0,5782
11,2,3,3,7529
11,3,6,10,2734
11,13,9,1,4755
11,13,7,1,3159
11,9,13,0,3480
11,5,3,10,2323
11,3,13,0,4228
11,13,3,0,2379
11,8,6,1,4492
11,4,10,1,5137
11,12,4,3,7418
11,9,6,3,4819
11,13,12,0,3465
11,5,8,1,8384
11,7,12,2,5199
11,8,9,10,2451
11,6,8,0,4034
11,7,11,5,2861
11,7,1,1,4730
11,1,9,0,4343
11,9,7,2,7065
11,6,1,0,5484
11,6,4,10,2756
11,6,12,5,4203
11,9,2,0,5524
11,4,5,10,3045
11,3,2,3,5236
11,9,10,3,5914
11,6,2,3,4013
11,7,8,2,5132
11,12,11,10,2435
11,11,13,10,2387
11,1,5,1,10641
11,1,13,0,3067
11,7,13,1,5668
11,12,3,4,3809
11,2,13,1,7729
11,6,7,10,3453
11,4,3,10,2182
11,1,4,1,3599
11,9,3,2,8692
11,2,8,1,5563
11,8,5,0,4511
11,11,12,10,2599
11,5,2,3,5276
11,4,12,4,6605
11,3,9,1,7946
11,3,1,1,4269
11,8,2,1,4555
11,3,8,0,4777
11,11,1,5,6727
11,2,11,3,5043
11,10,8,10,2778
11,11,2,5,4730
11,2,9,2,5546
11,8,1,10,2641
11,12,6,4,3447
11,1,7,0,5080
11,8,3,0,4593
11,12,9,3,5161
11,10,3,2,4580
11,9,12,1,7456
11,8,12,1,10781
11,4,9,2,3589
11,9,11,3,3850
11,11,5,6,3845
11,7,4,10,4579
11,10,11,4,6492
11,6,13,1,10779
11,7,3,2,11724
11,1,8,10,4385
11,11,7,5,4604
11,3,5,10,2682
11,2,4,10,5629
11,5,12,3,9799
11,3,4,10,6987
11,13,2,10,14298
11,4,2,3,4374
11,9,1,1,7603
11,8,4,1,8406
11,10,4,1,3163
11,10,2,0,7881
11,11,9,5,2953
11,11,3,5,3583
11,2,1,10,9017
11,13,6,3,4207
11,7,5,10,2691
11,7,10,3,4564
11,4,7,10,6648
11,8,11,5,5335
11,8,13,1,4100
11,1,3,1,5308
11,6,10,2,4029
11,9,5,1,5013
11,3,11,5,4339
11,5,11,4,5842
11,12,8,2,4474
11,6,5,6,6330
11,3,12,2,5289
11,7,6,10,2401
11,10,9,3,4354
11,10,5,0,6393
11,9,8,10,2460
11,1,11,2,6478
11,6,9,2,4528
11,12,13,2,9821
11,5,1,1,8926
11,10,7,1,3795
11,1,6,3,5326
11,10,12,10,6098
11,12,2,6,4616
11,1,10,4,3659
11,4,6,10,2465
11,10,13,3,4948
11,5,9,3,6323
11,3,10,2,5019
11,10,1,2,5842
11,6,11,5,4535
11,12,5,4,3322
11,5,10,3,6288
11,12,1,3,7045
11,12,7,3,3686
11,2,6,2,3693
11,2,10,4,5807
11,10,6,2,5746
11,13,11,10,9391
11,2,5,2,8838
11,5,13,1,4693
11,12,10,10,3158
11,11,4,5,6431
11,13,8,2,9473
11,8,7,1,3965
11,11,8,5,6513
11,2,12,4,3714
11,8,10,10,2900
11,5,4,10,2708
11,13,4,0,3811
12,12,5,5,11998
12,7,8,5,4865
12,6,1,5,12658
12,7,1,5,2612
12,13,6,5,5785
12,3,1,10,4644
12,2,8,5,2877
12,3,11,10,2928
12,2,7,5,2172
12,12,1,5,5431
12,12,11,10,9290
12,13,10,10,2981
12,3,7,5,2607
12,10,13,10,2935
12,9,6,5,2027
12,7,6,5,2730
12,13,8,5,3102
12,10,3,10,3705
12,7,4,5,2318
12,9,4,10,5574
12,12,3,5,4717
12,5,1,5,6812
12,6,12,5,7127
12,8,13,5,2572
12,4,11,10,4264
12,11,12,10,4956
12,12,7,5,7082
12,11,8,10,5628
12,7,13,5,2076
12,8,10,10,3755
12,9,13,5,7816
12,9,5,5,2326
12,5,13,5,2342
12,5,4,10,2020
12,2,12,10,3930
12,5,10,5,5106
12,5,11,5,3928
12,7,11,5,2272
12,3,4,5,4746
12,7,3,5,2045
12,5,12,10,2579
12,3,9,10,3953
12,11,9,10,2284
12,13,5,5,2325
12,4,13,5,2116
12,8,6,5,2388
12,6,3,5,2619
12,12,6,5,2261
12,8,9,10,3510
12,9,1,5,4265
12,4,9,10,2708
12,12,13,5,2559
12,11,7,5,5544
12,2,11,10,3195
12,6,9,5,7001
12,8,4,5,2709
12,12,4,5,2418
12,11,1,5,8111
12,8,12,10,4254
12,3,5,10,16425
12,4,1,10,13172
12,9,10,10,2452
12,10,1,5,1849
12,1,3,5,4734
12,8,5,5,2631
12,5,2,5,3777
12,1,13,5,2213
12,2,9,5,2635
12,5,3,10,11907
12,1,12,5,2329
12,5,7,10,4388
12,4,8,5,3700
12,11,2,10,4251
12,10,12,10,2106
12,1,8,5,2877
12,12,10,10,3894
12,13,12,5,4077
12,3,6,5,1964
12,6,11,5,3962
12,3,8,5,2265
12,4,5,10,3641
12,4,6,10,4365
12,6,5,5,2533
12,11,5,5,3564
12,12,8,10,4000
12,12,2,5,2988
12,10,2,5,2547
12,1,4,5,3324
12,2,3,10,3197
12,4,2,10,5714
12,1,7,5,2735
12,8,3,5,5680
12,8,7,5,2146
12,11,13,5,2026
12,7,5,10,5298
12,10,6,5,2738
12,10,11,10,8393
12,10,5,5,3388
12,13,2,5,2002
12,13,9,5,4803
12,12,9,10,9251
12,2,4,10,3506
12,6,10,5,2176
12,6,8,5,2200
12,11,4,5,5660
12,11,10,10,3029
12,13,7,5,3718
12,2,10,5,5272
12,9,2,10,2135
12,9,3,10,5142
12,13,3,10,3200
12,4,10,10,2403
12,8,11,5,3965
12,1,2,10,6406
12,10,9,10,3890
12,4,3,5,5505
12,4,12,5,6732
12,9,8,5,2438
12,1,5,5,3773
12,7,2,5,3031
12,2,5,5,8302
12,3,12,10,3139
12,2,1,10,3295
12,1,6,5,3097
12,6,2,5,1954
12,2,13,5,3208
12,5,9,5,3937
12,9,7,5,4983
12,5,8,5,2545
12,1,11,5,4258
12,5,6,5,3174
12,7,9,5,2610
12,6,7,5,2200
12,2,6,5,5458
12,3,13,10,2817
12,13,1,5,1771
12,1,10,10,2911
12,7,12,5,1971
12,6,4,10,2666
12,10,7,5,1988
12,4,7,5,4270
12,9,12,10,2177
12,11,3,5,4004
12,13,4,5,2543
12,8,1,10,2183
12,13,11,10,3962
12,3,2,10,8366
12,10,8,10,4381
12,7,10,5,3180
12,9,11,10,4283
12,6,13,5,6004
12,1,9,5,11601
12,8,2,5,2709
12,3,10,10,3152
12,11,6,5,3435
12,10,4,5,6342
13,7,12,2,7417
13,5,13,7,6596
13,9,12,2,15514
13,9,8,6,6624
13,9,4,7,3814
13,12,1,7,4519
13,1,12,7,5017
13,6,7,2,3837
13,5,3,8,3475
13,13,3,8,16952
13,12,4,7,5711
13,6,10,2,4888
13,2,9,3,11508
13,5,8,2,4365
13,4,11,2,8533
13,9,1,2,10776
13,10,13,5,4035
13,10,6,4,5167
13,7,8,4,5936
13,5,11,3,4066
13,1,6,6,3005
13,6,12,2,4083
13,12,7,4,7998
13,1,3,6,3307
13,13,1,3,6466
13,5,9,7,3217
13,3,10,7,3074
13,7,10,3,7665
13,2,5,1,3028
13,4,10,2,2659
13,7,1,2,4436
13,3,13,8,4524
13,8,13,2,5659
13,9,7,8,5344
13,2,6,3,5917
13,12,13,6,18456
13,11,5,2,3901
13,4,12,2,4749
13,3,2,3,8378
13,7,9,8,8640
13,6,13,6,3539
13,1,5,2,3287
13,12,3,2,3375
13,8,7,2,3763
13,12,10,7,3884
13,11,2,2,3781
13,10,5,8,6899
13,12,11,2,4863
13,2,11,2,2905
13,6,9,6,14884
13,5,12,2,3460
13,6,1,2,3756
13,9,2,6,3100
13,2,7,2,4234
13,7,13,3,5616
13,10,3,3,9335
13,1,9,3,3883
13,5,4,8,3541
13,8,1,10,4450
13,11,12,3,7443
13,6,8,3,13625
13,5,10,8,5860
13,10,8,8,4196
13,3,8,3,2634
13,8,5,3,5479
13,3,7,3,4059
13,4,2,6,2738
13,11,6,3,3105
13,3,9,3,3365
13,13,4,7,3582
13,12,5,1,3379
13,8,6,3,4603
13,1,8,10,5748
13,13,9,5,4805
13,11,4,7,3707
13,9,3,3,3867
13,13,2,3,3796
13,12,2,1,3427
13,4,7,3,2537
13,11,13,3,4628
13,5,7,7,3170
13,5,6,2,3730
13,9,10,8,3862
13,4,13,7,4663
13,13,11,7,6471
13,1,13,3,4206
13,10,2,3,5112
13,4,6,10,3520
13,13,10,9,2847
13,3,11,7,4463
13,13,7,3,4812
13,7,5,8,5012
13,3,1,2,3833
13,13,8,3,4156
13,1,2,3,3000
13,2,8,7,5809
13,6,5,7,3397
13,8,3,3,6400
13,6,2,3,3346
13,11,10,3,3074
13,6,4,10,21587
13,6,3,3,3005
13,4,5,3,2688
13,9,11,3,3555
13,12,9,3,3835
13,10,4,4,3066
13,4,9,6,2329
13,12,6,7,3392
13,2,13,3,6536
13,5,2,1,2905
13,1,7,3,5025
13,10,9,3,3878
13,3,6,2,2942
13,8,12,3,15023
13,13,6,7,4540
13,11,3,7,3529
13,8,2,3,9063
13,3,4,3,3335
13,10,12,3,4845
13,4,3,3,2605
13,3,5,8,2641
13,10,11,6,2853
13,4,8,2,2567
13,11,8,7,3593
13,1,10,3,4842
13,3,12,3,2952
13,5,1,3,3991
13,11,9,7,9164
13,8,11,8,3617
13,10,1,4,3822
13,6,11,3,3671
13,13,5,7,3652
13,1,11,3,3317
13,11,7,3,3877
13,2,4,3,2728
13,10,7,8,4967
13,1,4,3,2853
13,9,13,7,2783
13,7,11,3,4114
13,13,12,7,2960
13,7,3,8,2992
13,8,4,3,4248
13,9,6,3,2368
13,11,1,3,3074
13,7,2,3,7278
13,2,1,3,2549
13,7,4,7,3050
13,8,9,3,2476
13,2,3,5,2386
13,12,8,5,2204
13,8,10,8,3901
13,7,6,6,3927
13,2,10,3,3248
13,4,1,2,2851
13,2,12,2,4443
13,9,5,2,3265
14,12,11,5,14388
14,10,4,5,3887
14,3,12,10,19988
14,12,9,5,4103
14,10,5,5,6224
14,5,1,5,3473
14,13,6,5,8470
14,11,1,5,3370
14,13,4,5,3871
14,5,3,10,2738
14,2,6,5,8540
14,7,10,5,8037
14,12,10,10,4339
14,12,6,5,3671
14,12,3,5,5122
14,1,4,5,2905
14,5,10,5,4122
14,11,6,5,9204
14,11,5,5,10055
14,5,2,5,3056
14,1,6,5,4360
14,13,8,10,4338
14,8,10,10,10758
14,8,13,5,3587
14,13,12,10,16555
14,7,1,5,2938
14,13,1,5,5370
14,5,9,5,7372
14,5,7,5,2505
14,4,8,5,12422
14,4,13,5,2409
14,3,13,10,6370
14,12,5,10,27976
14,5,13,5,3021
14,4,7,5,16122
14,10,8,5,9888
14,4,6,10,7094
14,8,5,5,6015
14,13,9,5,7021
14,5,8,10,8437
14,10,2,5,23024
14,4,2,5,4505
14,8,11,5,19605
14,13,11,10,3272
14,8,1,5,7005
14,7,6,10,3188
14,9,11,10,3655
14,10,1,10,5604
14,12,1,5,3538
14,9,1,5,3087
14,12,4,10,10658
14,1,12,5,22988
14,9,5,5,2759
14,11,12,10,47605
14,2,12,5,3320
14,1,8,5,13776
14,3,7,10,5821
14,9,7,5,3442
14,1,2,10,3855
14,1,10,5,5689
14,8,12,5,3789
14,11,9,10,5620
14,13,2,5,6971
14,3,5,10,2607
14,8,3,5,42805
14,9,4,5,2837
14,10,12,10,4185
14,6,11,5,2525
14,1,3,5,2322
14,2,13,5,3772
14,10,9,5,6371
14,9,3,5,3853
14,2,5,5,22872
14,7,5,5,4638
14,2,10,5,8522
14,2,7,5,3205
14,8,4,10,7121
14,3,9,10,4239
14,12,2,5,17290
14,9,8,10,4173
14,9,10,5,3788
14,13,5,10,13139
14,3,2,5,3086
14,2,3,5,32239
14,11,3,5,2702
14,6,9,5,2091
14,6,8,5,2174
14,8,6,5,3205
14,6,3,5,2555
14,10,3,10,4454
14,4,9,5,2887
14,3,11,10,2972
14,4,1,5,2121
14,1,13,10,2890
14,3,6,5,3605
14,6,13,5,15620
14,12,8,10,5390
14,7,13,5,2837
14,9,13,5,4909
14,5,6,5,4554
14,12,13,5,2637
14,2,11,5,4121
14,6,7,10,5071
14,6,10,5,4555
14,11,4,5,9576
14,10,13,10,10241
14,4,10,5,4159
14,2,4,5,2823
14,2,1,10,3955
14,2,8,5,2739
14,5,12,10,6253
14,11,13,10,3455
14,1,11,10,3791
14,1,9,5,3038
14,4,11,5,2725
14,11,2,5,4770
14,7,11,5,2454
14,8,2,5,3071
14,6,2,5,3824
14,12,7,5,2604
14,4,3,10,5821
14,10,11,5,4841
14,11,7,5,2608
14,3,10,5,5071
14,3,8,5,2576
14,6,5,5,4221
14,13,10,5,11288
14,10,6,5,4905
14,7,3,5,5088
14,13,3,10,4788
14,6,4,5,3358
14,8,9,10,3037
14,5,11,10,5005
14,8,7,5,3808
14,9,2,5,2804
14,9,12,5,9254
14,7,4,5,2822
14,4,5,5,5071
14,3,1,5,2287
14,7,9,5,6439
14,11,8,10,5255
14,2,9,5,2387
14,10,7,5,6488
14,5,4,10,4786
14,7,2,5,2673
14,7,12,5,5037
14,7,8,10,7370
14,1,7,5,5758
14,1,5,5,2108
14,13,7,5,7954
14,3,4,10,3707
14,6,1,5,2638
14,6,12,5,2605
14,4,12,5,4820
14,11,10,10,4740
14,9,6,5,3305
15,13,10,6,9475
15,5,1,7,10252
15,1,3,6,4383
15,6,8,3,4001
15,9,8,5,4282
15,12,8,8,3617
15,10,11,4,5001
15,3,13,9,20189
15,4,3,10,7723
15,5,2,7,16683
15,2,10,5,3118
15,8,13,6,2306
15,1,6,2,11462
15,1,9,3,4062
15,4,10,6,8089
15,8,10,7,3238
15,12,4,4,4311
15,12,3,6,3815
15,5,7,10,20119
15,11,6,1,4890
15,1,2,8,3288
15,9,12,5,4778
15,11,10,4,3860
15,8,7,7,4626
15,8,9,7,3834
15,10,2,5,4399
15,10,5,6,12733
15,7,8,4,3147
15,10,3,7,3436
15,4,6,8,3872
15,5,9,6,2778
15,1,5,7,4870
15,10,9,7,2306
15,4,13,9,2476
15,3,7,8,3968
15,3,6,1,3558
15,8,3,6,5897
15,11,13,4,2669
15,1,12,5,3124
15,2,4,10,2846
15,6,4,10,8127
15,1,7,5,3481
15,7,5,10,5527
15,3,12,8,7981
15,6,3,0,5805
15,9,3,5,3709
15,13,9,3,5884
15,3,2,10,3743
15,10,13,7,5839
15,1,11,7,11101
15,2,13,6,2583
15,8,1,6,3355
15,9,10,5,2993
15,11,7,3,2805
15,13,4,7,3173
15,2,9,6,2837
15,8,4,7,3810
15,4,11,7,2798
15,4,7,8,7392
15,7,9,6,5809
15,6,11,0,16497
15,13,1,3,6321
15,4,12,4,7279
15,6,5,2,5074
15,2,12,6,2909
15,12,5,6,4876
15,6,2,0,3597
15,7,10,4,2945
15,13,2,6,2996
15,10,12,4,11616
15,12,9,4,4244
15,7,2,6,2524
15,11,5,7,4652
15,3,9,6,2936
15,13,12,6,2537
15,4,8,8,2747
15,6,13,1,4217
15,8,12,6,23566
15,8,6,0,3574
15,2,11,8,3593
15,7,6,0,3317
15,10,1,6,3581
15,13,11,4,3320
15,11,1,5,2775
15,9,13,7,4944
15,3,4,10,2825
15,8,5,7,2677
15,9,2,6,3247
15,12,6,0,9430
15,10,4,3,2341
15,5,11,6,6075
15,5,4,7,4501
15,2,8,6,2453
15,9,1,4,5552
15,2,1,9,3216
15,8,11,7,3322
15,5,10,7,1947
15,3,11,4,1975
15,3,5,4,2151
15,12,7,4,2305
15,13,6,0,2509
15,10,6,2,4273
15,5,8,5,4359
15,6,1,3,5686
15,4,5,6,3252
15,2,6,0,6003
15,12,13,9,12554
15,6,7,8,4143
15,3,8,10,2919
15,2,5,7,3337
15,4,9,6,2447
15,5,12,6,3675
15,6,9,2,2820
15,6,12,1,3275
15,11,9,5,3708
15,6,10,3,6819
15,3,10,4,5039
15,1,8,4,3358
15,10,8,8,4654
15,2,3,10,9894
15,11,3,5,9581
15,7,12,5,3330
15,4,2,9,4749
15,12,2,7,2669
15,12,11,6,2006
15,5,3,8,3671
15,8,2,5,7802
15,4,1,7,5021
15,9,5,5,4890
15,13,5,4,2478
15,9,6,2,5891
15,12,10,7,10660
15,1,4,7,3773
15,7,4,4,5823
15,10,7,4,3536
15,5,6,1,4441
15,11,2,5,13339
15,13,3,5,3888
15,11,4,6,3235
15,9,7,3,4154
15,12,1,5,3878
15,7,13,4,3812
15,7,11,4,20831
15,7,1,4,51944
15,1,13,6,3104
15,5,13,7,3173
15,9,11,6,5479
15,7,3,7,3205
15,9,4,6,2193
15,2,7,6,2295
15,11,8,4,2235
15,13,7,6,1889
15,1,10,4,2173
15,13,8,5,3087
15,3,1,6,3710
15,11,12,7,2929
17,13,2,6,3373
17,11,10,8,2509
17,8,5,1,3635
17,3,2,7,5666
17,5,9,5,2672
17,3,1,4,5026
17,1,11,9,3386
17,8,1,7,3272
17,8,12,7,2729
17,2,4,9,5027
17,1,13,6,5457
17,13,4,7,1857
17,13,7,6,1934
17,13,9,8,2019
17,3,11,10,2721
17,7,11,10,2979
17,9,11,10,2594
17,6,9,9,2442
17,13,1,7,3340
17,12,8,4,3536
17,10,9,7,2845
17,7,8,7,3623
17,6,7,5,3222
17,4,10,7,2848
17,3,9,5,2452
17,5,11,8,5050
17,2,8,3,5332
17,10,12,6,6254
17,10,3,7,2637
17,12,4,8,5730
17,12,9,6,3930
17,2,1,3,3299
17,7,2,4,3968
17,3,6,6,3009
17,7,1,7,2583
17,11,5,5,2939
17,1,6,5,2365
17,2,11,9,2882
17,11,3,10,2713
17,7,3,9,3641
17,3,12,6,14315
17,4,7,5,3325
17,12,3,10,4703
